date,entity_id,brand,product_name,category,alert_type,severity,demand_index,shift_strength,marker_label,abs_demand_error,event_type,message
2025-02-12,102,EchoTech,EchoBeats Lite,earbuds,regime_shift,medium,42.16637628116821,17.551890580722596,Statistical anomaly detected,,,
2025-02-13,102,EchoTech,EchoBeats Lite,earbuds,regime_shift,medium,33.47200375108376,20.61920728523076,Statistical anomaly detected,,,
2025-02-18,102,EchoTech,EchoBeats Lite,earbuds,regime_shift,medium,26.71997882297948,19.16143680689408,Statistical anomaly detected,,,
2025-03-18,102,EchoTech,EchoBeats Lite,earbuds,regime_shift,medium,23.72013856552993,21.529141262237538,Statistical anomaly detected,,,
2025-03-19,102,EchoTech,EchoBeats Lite,earbuds,regime_shift,high,14.642210420063016,38.2709743469161,Statistical anomaly detected,,,
2025-03-20,102,EchoTech,EchoBeats Lite,earbuds,regime_shift,high,10.0,31.704300695625687,Statistical anomaly detected,,,
2025-03-22,102,EchoTech,EchoBeats Lite,earbuds,regime_shift,low,10.0,0.0,Statistical anomaly detected,,,
2025-03-24,102,EchoTech,EchoBeats Lite,earbuds,regime_shift,high,15.408131606914951,51.60127132916219,Statistical anomaly detected,,,
2025-03-25,102,EchoTech,EchoBeats Lite,earbuds,regime_shift,high,21.75053723199746,41.16271710864752,Statistical anomaly detected,,,
2025-01-11,103,PureAudio,PureSound Elite,earbuds,regime_shift,medium,34.1343416905412,21.13948889195412,Statistical anomaly detected,,,
2025-01-12,103,PureAudio,PureSound Elite,earbuds,regime_shift,medium,39.78151002717186,16.54394974957294,Statistical anomaly detected,,,
2025-01-13,103,PureAudio,PureSound Elite,earbuds,regime_shift,medium,47.2481176938091,18.76904034446489,Statistical anomaly detected,,,
2025-01-16,103,PureAudio,PureSound Elite,earbuds,regime_shift,low,46.98708316729723,6.286348888807014,Statistical anomaly detected,,,
2025-01-24,103,PureAudio,PureSound Elite,earbuds,regime_shift,high,48.4541213178629,36.26598318533962,Statistical anomaly detected,,,
2025-01-25,103,PureAudio,PureSound Elite,earbuds,regime_shift,medium,58.78025135666096,21.31114909928471,Statistical anomaly detected,,,
2025-02-11,103,PureAudio,PureSound Elite,earbuds,regime_shift,medium,34.62361343192879,15.46898039255048,Statistical anomaly detected,,,
2025-02-23,103,PureAudio,PureSound Elite,earbuds,regime_shift,high,50.64053017336911,28.501416640750698,Statistical anomaly detected,,,
2025-02-24,103,PureAudio,PureSound Elite,earbuds,regime_shift,medium,60.106343765848735,18.69216921717285,Statistical anomaly detected,,,
2025-02-27,103,PureAudio,PureSound Elite,earbuds,regime_shift,medium,41.884637226219056,16.648142691134183,Statistical anomaly detected,,,
2025-03-19,103,PureAudio,PureSound Elite,earbuds,regime_shift,high,49.59262701223198,29.6777325427664,Statistical anomaly detected,,,
2025-03-20,103,PureAudio,PureSound Elite,earbuds,regime_shift,medium,55.58801600071629,12.089274857340282,Statistical anomaly detected,,,
2025-01-09,104,TechGear,TechBuds Pro,earbuds,regime_shift,medium,25.70149180339328,15.70191164538467,Statistical anomaly detected,,,
2025-01-10,104,TechGear,TechBuds Pro,earbuds,regime_shift,high,15.077545191533796,41.335914246257246,Statistical anomaly detected,,,
2025-01-11,104,TechGear,TechBuds Pro,earbuds,regime_shift,high,10.0,33.67620608681639,Statistical anomaly detected,,,
2025-01-13,104,TechGear,TechBuds Pro,earbuds,regime_shift,high,16.31102288174615,63.11022881746151,Statistical anomaly detected,,,
2025-01-14,104,TechGear,TechBuds Pro,earbuds,regime_shift,high,21.36124390955576,30.962013016739533,Statistical anomaly detected,,,
2025-01-15,104,TechGear,TechBuds Pro,earbuds,regime_shift,medium,25.574214006760613,19.72249422853236,Statistical anomaly detected,,,
2025-01-31,104,TechGear,TechBuds Pro,earbuds,regime_shift,medium,32.67915039120614,14.944368687658049,Statistical anomaly detected,,,
2025-02-06,104,TechGear,TechBuds Pro,earbuds,regime_shift,medium,34.288143876693724,15.539165613660687,Statistical anomaly detected,,,
2025-02-07,104,TechGear,TechBuds Pro,earbuds,regime_shift,high,43.71832294356335,27.50274001643902,Statistical anomaly detected,,,
2025-02-08,104,TechGear,TechBuds Pro,earbuds,regime_shift,medium,54.39417455666989,24.41962750238192,Statistical anomaly detected,,,
2025-02-11,104,TechGear,TechBuds Pro,earbuds,regime_shift,medium,36.56794404134563,21.62413086616645,Statistical anomaly detected,,,
2025-02-20,104,TechGear,TechBuds Pro,earbuds,regime_shift,high,36.02010963806618,30.23452941876004,Statistical anomaly detected,,,
2025-02-21,104,TechGear,TechBuds Pro,earbuds,regime_shift,high,45.124836959424016,25.276789584604508,Statistical anomaly detected,,,
2025-02-22,104,TechGear,TechBuds Pro,earbuds,regime_shift,high,62.40788107531738,38.30051315517036,Statistical anomaly detected,,,
2025-02-26,104,TechGear,TechBuds Pro,earbuds,regime_shift,low,61.18529552993248,11.536156691508715,Statistical anomaly detected,,,
2025-03-03,104,TechGear,TechBuds Pro,earbuds,regime_shift,low,60.9435267889634,10.493071083978744,Statistical anomaly detected,,,
2025-03-06,104,TechGear,TechBuds Pro,earbuds,regime_shift,medium,43.90904275478197,16.953508877886424,Statistical anomaly detected,,,
2025-01-05,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,high,15.244935883226326,43.26750005034371,Statistical anomaly detected,,,
2025-01-06,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,high,10.0,34.40444698096248,Statistical anomaly detected,,,
2025-01-08,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,high,14.36412507602226,43.64125076022261,Statistical anomaly detected,,,
2025-01-09,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,high,22.55784281241171,57.04292947202929,Statistical anomaly detected,,,
2025-01-10,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,medium,25.867077972224926,14.669998312039034,Statistical anomaly detected,,,
2025-01-12,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,medium,24.90631205087801,14.968980933610707,Statistical anomaly detected,,,
2025-01-13,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,medium,28.43793313428116,14.179622724507832,Statistical anomaly detected,,,
2025-01-17,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,medium,31.897223734263704,22.866421564083605,Statistical anomaly detected,,,
2025-01-22,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,medium,24.80627767029991,14.42376661629632,Statistical anomaly detected,,,
2025-02-01,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,medium,31.03664900454336,14.130839415231833,Statistical anomaly detected,,,
2025-02-11,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,medium,45.58557010077202,14.330541120390292,Statistical anomaly detected,,,
2025-02-15,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,medium,31.662322468618644,16.33729904274318,Statistical anomaly detected,,,
2025-02-24,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,medium,24.64583666738492,20.55539351825816,Statistical anomaly detected,,,
2025-02-25,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,medium,20.74849932859457,15.81336998775088,Statistical anomaly detected,,,
2025-02-26,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,high,10.226795062762967,50.71067598287024,Statistical anomaly detected,,,
2025-02-27,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,high,13.76468352233954,34.59430288633107,Statistical anomaly detected,,,
2025-02-28,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,high,17.571862994240202,27.65904109398345,Statistical anomaly detected,,,
2025-03-01,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,high,33.32656198926045,89.65867193583517,Statistical anomaly detected,,,
2025-03-02,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,high,44.46542080470406,33.42336607968481,Statistical anomaly detected,,,
2025-03-03,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,medium,51.90201136907732,16.724435369757117,Statistical anomaly detected,,,
2025-03-06,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,medium,38.056270221246734,14.694842653988172,Statistical anomaly detected,,,
2025-03-10,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,low,47.38231894560807,11.978890518243546,Statistical anomaly detected,,,
2025-03-25,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,medium,47.56381611106652,15.989265446025104,Statistical anomaly detected,,,
2025-03-27,105,ZenAudio,ZenEar Flex,earbuds,regime_shift,medium,41.16517504200511,17.20485611322816,Statistical anomaly detected,,,
2025-01-14,201,NovaTech,NovaPhone S22,smartphones,regime_shift,medium,42.50048833057505,23.17319712481412,Statistical anomaly detected,,,
2025-01-15,201,NovaTech,NovaPhone S22,smartphones,regime_shift,medium,49.45966617777771,16.374347967658977,Statistical anomaly detected,,,
2025-01-17,201,NovaTech,NovaPhone S22,smartphones,regime_shift,medium,39.05031675814399,17.700966874021006,Statistical anomaly detected,,,
2025-01-19,201,NovaTech,NovaPhone S22,smartphones,regime_shift,medium,33.11962349705263,15.340222939602622,Statistical anomaly detected,,,
2025-02-01,201,NovaTech,NovaPhone S22,smartphones,regime_shift,high,45.54861809220189,28.45322260012961,Statistical anomaly detected,,,
2025-02-02,201,NovaTech,NovaPhone S22,smartphones,regime_shift,high,59.41553859588447,30.444217814934422,Statistical anomaly detected,,,
2025-02-06,201,NovaTech,NovaPhone S22,smartphones,regime_shift,medium,66.37782297812959,21.72808938212667,Statistical anomaly detected,,,
2025-02-08,201,NovaTech,NovaPhone S22,smartphones,regime_shift,medium,55.12495110552869,16.90869943554878,Statistical anomaly detected,,,
2025-02-09,201,NovaTech,NovaPhone S22,smartphones,regime_shift,medium,46.15361164051408,16.274553147158876,Statistical anomaly detected,,,
2025-02-12,201,NovaTech,NovaPhone S22,smartphones,regime_shift,medium,44.70339108162575,14.399147614154373,Statistical anomaly detected,,,
2025-02-14,201,NovaTech,NovaPhone S22,smartphones,regime_shift,medium,51.23400311863037,16.14811009493533,Statistical anomaly detected,,,
2025-02-16,201,NovaTech,NovaPhone S22,smartphones,regime_shift,high,67.3141454389631,25.558083447928382,Statistical anomaly detected,,,
2025-02-18,201,NovaTech,NovaPhone S22,smartphones,regime_shift,medium,56.68139430799586,15.183266062849189,Statistical anomaly detected,,,
2025-02-19,201,NovaTech,NovaPhone S22,smartphones,regime_shift,medium,46.71211700854758,17.588271109346977,Statistical anomaly detected,,,
2025-03-11,201,NovaTech,NovaPhone S22,smartphones,regime_shift,medium,31.74008053308601,15.78062307941962,Statistical anomaly detected,,,
2025-03-12,201,NovaTech,NovaPhone S22,smartphones,regime_shift,high,23.60884266108878,25.618201767072367,Statistical anomaly detected,,,
2025-03-13,201,NovaTech,NovaPhone S22,smartphones,regime_shift,high,10.0,57.64298935126697,Statistical anomaly detected,,,
2025-03-15,201,NovaTech,NovaPhone S22,smartphones,regime_shift,high,18.860884977480787,88.60884977480788,Statistical anomaly detected,,,
2025-03-16,201,NovaTech,NovaPhone S22,smartphones,regime_shift,high,34.95957186676772,85.35488609632147,Statistical anomaly detected,,,
2025-03-31,201,NovaTech,NovaPhone S22,smartphones,regime_shift,medium,38.0012094675983,19.3314702328052,Statistical anomaly detected,,,
2025-01-05,202,MaxMobile,BudgetMax 5G,smartphones,regime_shift,medium,60.64037216144324,17.540631014632837,Statistical anomaly detected,,,
2025-01-09,202,MaxMobile,BudgetMax 5G,smartphones,regime_shift,low,54.56878298748463,0.147817776234671,Statistical anomaly detected,,,
2025-01-22,202,MaxMobile,BudgetMax 5G,smartphones,regime_shift,medium,31.99721571449232,15.168664964091116,Statistical anomaly detected,,,
2025-01-24,202,MaxMobile,BudgetMax 5G,smartphones,regime_shift,medium,43.34937052699963,20.955068552600498,Statistical anomaly detected,,,
2025-01-25,202,MaxMobile,BudgetMax 5G,smartphones,regime_shift,medium,51.96053814228796,19.86457360418872,Statistical anomaly detected,,,
2025-01-26,202,MaxMobile,BudgetMax 5G,smartphones,regime_shift,medium,63.49712488869618,22.20259288850435,Statistical anomaly detected,,,
2025-01-29,202,MaxMobile,BudgetMax 5G,smartphones,regime_shift,medium,45.20830167589007,19.466096304019707,Statistical anomaly detected,,,
2025-02-11,202,MaxMobile,BudgetMax 5G,smartphones,regime_shift,high,52.64104549028299,25.288903058640443,Statistical anomaly detected,,,
2025-02-12,202,MaxMobile,BudgetMax 5G,smartphones,regime_shift,medium,62.37684982401776,18.49470169723717,Statistical anomaly detected,,,
2025-03-25,202,MaxMobile,BudgetMax 5G,smartphones,regime_shift,medium,34.602746850368234,15.218496290860127,Statistical anomaly detected,,,
2025-03-26,202,MaxMobile,BudgetMax 5G,smartphones,regime_shift,medium,26.88393801073904,22.30692514963464,Statistical anomaly detected,,,
2025-03-27,202,MaxMobile,BudgetMax 5G,smartphones,regime_shift,high,16.82972933070274,37.39857113202704,Statistical anomaly detected,,,
2025-03-29,202,MaxMobile,BudgetMax 5G,smartphones,regime_shift,high,22.649377584060257,25.87650367291745,Statistical anomaly detected,,,
2025-03-30,202,MaxMobile,BudgetMax 5G,smartphones,regime_shift,high,33.967555582164145,49.971253983019714,Statistical anomaly detected,,,
2025-01-19,203,CoreMobile,MidCore X8,smartphones,regime_shift,medium,28.79426396414679,17.169011229577613,Statistical anomaly detected,,,
2025-01-20,203,CoreMobile,MidCore X8,smartphones,regime_shift,medium,21.96294056897769,23.72459807854485,Statistical anomaly detected,,,
2025-01-21,203,CoreMobile,MidCore X8,smartphones,regime_shift,high,11.03195465506287,49.77013838190075,Statistical anomaly detected,,,
2025-01-23,203,CoreMobile,MidCore X8,smartphones,regime_shift,high,16.867306178287475,68.67306178287475,Statistical anomaly detected,,,
2025-01-24,203,CoreMobile,MidCore X8,smartphones,regime_shift,high,24.867911373789084,47.43261971375388,Statistical anomaly detected,,,
2025-01-26,203,CoreMobile,MidCore X8,smartphones,regime_shift,medium,32.35727435770897,14.802374338825697,Statistical anomaly detected,,,
2025-01-30,203,CoreMobile,MidCore X8,smartphones,regime_shift,medium,25.271507793093257,17.897337673580694,Statistical anomaly detected,,,
2025-01-31,203,CoreMobile,MidCore X8,smartphones,regime_shift,high,14.081819811054158,44.27788034514212,Statistical anomaly detected,,,
2025-02-02,203,CoreMobile,MidCore X8,smartphones,regime_shift,high,24.20250964773468,70.14856285186484,Statistical anomaly detected,,,
2025-02-04,203,CoreMobile,MidCore X8,smartphones,regime_shift,high,34.063374548575766,25.92043302203266,Statistical anomaly detected,,,
2025-02-14,203,CoreMobile,MidCore X8,smartphones,regime_shift,medium,46.83668560288681,17.60525902497101,Statistical anomaly detected,,,
2025-02-15,203,CoreMobile,MidCore X8,smartphones,regime_shift,medium,54.07635763091724,15.457268025780646,Statistical anomaly detected,,,
2025-02-21,203,CoreMobile,MidCore X8,smartphones,regime_shift,medium,36.35362650088203,17.682599609523297,Statistical anomaly detected,,,
2025-02-26,203,CoreMobile,MidCore X8,smartphones,regime_shift,high,23.86071530124292,35.766322794614894,Statistical anomaly detected,,,
2025-02-27,203,CoreMobile,MidCore X8,smartphones,regime_shift,high,10.0,58.09010805523045,Statistical anomaly detected,,,
2025-02-28,203,CoreMobile,MidCore X8,smartphones,regime_shift,low,10.0,0.0,Statistical anomaly detected,,,
2025-03-03,203,CoreMobile,MidCore X8,smartphones,regime_shift,high,26.76920411752479,100.0,Statistical anomaly detected,,,
2025-03-04,203,CoreMobile,MidCore X8,smartphones,regime_shift,medium,30.914410656688347,15.484982373644218,Statistical anomaly detected,,,
2025-03-12,203,CoreMobile,MidCore X8,smartphones,regime_shift,medium,44.32948338536275,17.01264947634218,Statistical anomaly detected,,,
2025-03-14,203,CoreMobile,MidCore X8,smartphones,regime_shift,high,66.61132173206893,32.20810123538556,Statistical anomaly detected,,,
2025-03-17,203,CoreMobile,MidCore X8,smartphones,regime_shift,medium,46.614739016253154,16.352918063055633,Statistical anomaly detected,,,
2025-01-02,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,medium,40.94189979108663,17.33460776978053,Statistical anomaly detected,,,
2025-01-21,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,medium,36.80336963803177,14.399745019650023,Statistical anomaly detected,,,
2025-02-08,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,medium,30.82167778456305,15.933676683151,Statistical anomaly detected,,,
2025-02-21,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,medium,28.935827950501693,15.973917271785863,Statistical anomaly detected,,,
2025-02-22,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,medium,21.796173329589287,24.674098260211064,Statistical anomaly detected,,,
2025-02-23,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,high,10.0,54.12038687348595,Statistical anomaly detected,,,
2025-02-25,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,high,16.377594342657897,63.775943426578976,Statistical anomaly detected,,,
2025-02-26,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,high,25.69855486512071,56.912879434221765,Statistical anomaly detected,,,
2025-02-27,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,medium,30.00811491244061,16.76965911094499,Statistical anomaly detected,,,
2025-03-05,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,medium,40.911961092563466,14.2773471669835,Statistical anomaly detected,,,
2025-03-06,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,high,51.56419428700514,26.03696549852732,Statistical anomaly detected,,,
2025-03-07,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,medium,62.20419502010572,20.63447491078516,Statistical anomaly detected,,,
2025-03-11,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,medium,42.62712245330096,16.336794920126906,Statistical anomaly detected,,,
2025-03-13,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,medium,56.72902024275952,18.675589039201235,Statistical anomaly detected,,,
2025-03-14,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,low,61.40399805419575,8.240892917647225,Statistical anomaly detected,,,
2025-03-15,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,medium,46.46816021047681,24.323884953771945,Statistical anomaly detected,,,
2025-03-16,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,high,24.2637161810624,47.78421165985425,Statistical anomaly detected,,,
2025-03-17,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,high,18.016636392021507,25.746591092739035,Statistical anomaly detected,,,
2025-03-18,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,high,25.024065233514985,38.894212487946135,Statistical anomaly detected,,,
2025-03-19,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,high,33.82466885093774,35.168560884488166,Statistical anomaly detected,,,
2025-03-20,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,high,43.87976298524992,29.727102957383167,Statistical anomaly detected,,,
2025-03-21,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,medium,51.80705559440817,18.06594217891056,Statistical anomaly detected,,,
2025-03-22,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,medium,63.410462843274,22.39734938751905,Statistical anomaly detected,,,
2025-03-24,204,LegacyCo,LegacyPro 11,smartphones,regime_shift,medium,51.247369135774846,14.905143175603964,Statistical anomaly detected,,,
2025-01-07,205,SwiftTech,SwiftPhone Z1,smartphones,regime_shift,high,49.092899182829576,28.231400657673426,Statistical anomaly detected,,,
2025-01-08,205,SwiftTech,SwiftPhone Z1,smartphones,regime_shift,high,65.36196893883248,33.13935421783578,Statistical anomaly detected,,,
2025-01-10,205,SwiftTech,SwiftPhone Z1,smartphones,regime_shift,low,69.62155844858279,2.932154282577404,Statistical anomaly detected,,,
2025-01-16,205,SwiftTech,SwiftPhone Z1,smartphones,regime_shift,medium,66.85660990322013,18.779022308031102,Statistical anomaly detected,,,
2025-01-18,205,SwiftTech,SwiftPhone Z1,smartphones,regime_shift,medium,57.23864934810885,16.534590177653396,Statistical anomaly detected,,,
2025-01-19,205,SwiftTech,SwiftPhone Z1,smartphones,regime_shift,medium,48.54632931092734,15.186102635506549,Statistical anomaly detected,,,
2025-01-30,205,SwiftTech,SwiftPhone Z1,smartphones,regime_shift,high,56.6439086266099,28.183525827039336,Statistical anomaly detected,,,
2025-01-31,205,SwiftTech,SwiftPhone Z1,smartphones,regime_shift,high,71.0716980349597,25.47103432331288,Statistical anomaly detected,,,
2025-02-18,205,SwiftTech,SwiftPhone Z1,smartphones,regime_shift,medium,57.72429353590883,20.512881826658045,Statistical anomaly detected,,,
2025-02-19,205,SwiftTech,SwiftPhone Z1,smartphones,regime_shift,medium,69.94636745937267,21.17318926711644,Statistical anomaly detected,,,
2025-02-21,205,SwiftTech,SwiftPhone Z1,smartphones,regime_shift,medium,58.41440829997213,15.4773826549248,Statistical anomaly detected,,,
2025-03-05,205,SwiftTech,SwiftPhone Z1,smartphones,regime_shift,medium,42.44334305182455,15.412273891282812,Statistical anomaly detected,,,
2025-03-09,205,SwiftTech,SwiftPhone Z1,smartphones,regime_shift,medium,58.255097580847824,18.04608885299539,Statistical anomaly detected,,,
2025-03-10,205,SwiftTech,SwiftPhone Z1,smartphones,regime_shift,medium,71.02056173487942,21.91304226435357,Statistical anomaly detected,,,
2025-03-13,205,SwiftTech,SwiftPhone Z1,smartphones,regime_shift,medium,52.91585768582663,14.7508552552024,Statistical anomaly detected,,,
2025-01-10,301,FitTech,FitPulse Watch,smartwatches,regime_shift,high,18.717319407998403,30.904787283958825,Statistical anomaly detected,,,
2025-01-11,301,FitTech,FitPulse Watch,smartwatches,regime_shift,high,10.0,46.57354623265799,Statistical anomaly detected,,,
2025-01-13,301,FitTech,FitPulse Watch,smartwatches,regime_shift,high,13.43369366975992,34.336936697599185,Statistical anomaly detected,,,
2025-01-14,301,FitTech,FitPulse Watch,smartwatches,regime_shift,high,20.83141678950985,55.06842199627246,Statistical anomaly detected,,,
2025-01-15,301,FitTech,FitPulse Watch,smartwatches,regime_shift,high,27.52983140855685,32.15534827386366,Statistical anomaly detected,,,
2025-01-18,301,FitTech,FitPulse Watch,smartwatches,regime_shift,medium,25.01286327417456,15.191937051184524,Statistical anomaly detected,,,
2025-01-19,301,FitTech,FitPulse Watch,smartwatches,regime_shift,medium,21.42618240303533,14.339345447277996,Statistical anomaly detected,,,
2025-01-20,301,FitTech,FitPulse Watch,smartwatches,regime_shift,high,11.781217416993798,45.014855211328666,Statistical anomaly detected,,,
2025-01-21,301,FitTech,FitPulse Watch,smartwatches,regime_shift,medium,10.0,15.119128643059277,Statistical anomaly detected,,,
2025-01-22,301,FitTech,FitPulse Watch,smartwatches,regime_shift,high,16.092103593704,60.92103593703999,Statistical anomaly detected,,,
2025-01-23,301,FitTech,FitPulse Watch,smartwatches,regime_shift,high,23.02962315679636,43.11132800441733,Statistical anomaly detected,,,
2025-01-25,301,FitTech,FitPulse Watch,smartwatches,regime_shift,medium,27.864888598819377,15.022436513244664,Statistical anomaly detected,,,
2025-01-29,301,FitTech,FitPulse Watch,smartwatches,regime_shift,medium,29.558430538411905,22.545723482765933,Statistical anomaly detected,,,
