date,entity_id,brand,product_name,category,event_explanation,narrative,signal_for_peak
2025-02-13,304,ActiveTech,ActiveBand X2,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-03-01,304,ActiveTech,ActiveBand X2,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-19,305,RetroGear,RetroWatch Classic,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-24,305,RetroGear,RetroWatch Classic,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-28,305,RetroGear,RetroWatch Classic,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-11,305,RetroGear,RetroWatch Classic,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-12,401,BoomAudio,BoomBox Mini,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-20,401,BoomAudio,BoomBox Mini,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-02-06,401,BoomAudio,BoomBox Mini,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-02-15,401,BoomAudio,BoomBox Mini,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-13,401,BoomAudio,BoomBox Mini,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-06,402,TinyTech,TinySound S1,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-20,402,TinyTech,TinySound S1,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-24,402,TinyTech,TinySound S1,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-02-13,402,TinyTech,TinySound S1,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-02-14,402,TinyTech,TinySound S1,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-14,402,TinyTech,TinySound S1,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-18,403,StudioAudio,StudioBeam Pro,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-02-03,403,StudioAudio,StudioBeam Pro,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-02-12,403,StudioAudio,StudioBeam Pro,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-02-14,403,StudioAudio,StudioBeam Pro,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-11,403,StudioAudio,StudioBeam Pro,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-24,403,StudioAudio,StudioBeam Pro,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-02-04,501,PowerTech,PowerMax 20K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-02-21,501,PowerTech,PowerMax 20K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-03-10,501,PowerTech,PowerMax 20K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-03-14,501,PowerTech,PowerMax 20K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-03-18,501,PowerTech,PowerMax 20K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-03-19,501,PowerTech,PowerMax 20K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-15,502,SlimPower,SlimCharge Lite,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-02-16,502,SlimPower,SlimCharge Lite,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-02-19,502,SlimPower,SlimCharge Lite,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-02-26,502,SlimPower,SlimCharge Lite,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-03-01,502,SlimPower,SlimCharge Lite,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-03-21,502,SlimPower,SlimCharge Lite,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-13,503,LuxAudio,AirLux Elite,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-02-08,503,LuxAudio,AirLux Elite,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-02-15,503,LuxAudio,AirLux Elite,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-02-20,503,LuxAudio,AirLux Elite,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-03-07,503,LuxAudio,AirLux Elite,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-03-16,503,LuxAudio,AirLux Elite,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-02-07,504,FlashGear,FlashBeats X1,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-02-11,504,FlashGear,FlashBeats X1,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-02-19,504,FlashGear,FlashBeats X1,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-03-08,504,FlashGear,FlashBeats X1,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-03-10,504,FlashGear,FlashBeats X1,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-03-13,504,FlashGear,FlashBeats X1,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-01-18,505,ClearWave,ClearPod Slim,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-02-09,505,ClearWave,ClearPod Slim,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-02-26,505,ClearWave,ClearPod Slim,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-03-14,505,ClearWave,ClearPod Slim,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-03-22,505,ClearWave,ClearPod Slim,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-01-11,506,HyperTech,HyperPhone Pro,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-18,506,HyperTech,HyperPhone Pro,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-25,506,HyperTech,HyperPhone Pro,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-26,506,HyperTech,HyperPhone Pro,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-23,506,HyperTech,HyperPhone Pro,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-24,507,ValueMobile,ValueMax 5G,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-27,507,ValueMobile,ValueMax 5G,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-28,507,ValueMobile,ValueMax 5G,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-16,507,ValueMobile,ValueMax 5G,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-01,507,ValueMobile,ValueMax 5G,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-09,507,ValueMobile,ValueMax 5G,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-13,508,MegaMobile,MegaCore S9,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-25,508,MegaMobile,MegaCore S9,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-02,508,MegaMobile,MegaCore S9,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-20,508,MegaMobile,MegaCore S9,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-12,509,ClassicCo,ClassicPro 12,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-04,509,ClassicCo,ClassicPro 12,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-10,509,ClassicCo,ClassicPro 12,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-24,509,ClassicCo,ClassicPro 12,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-27,510,SprintTech,SprintPhone Z2,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-16,510,SprintTech,SprintPhone Z2,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-20,510,SprintTech,SprintPhone Z2,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-02-21,510,SprintTech,SprintPhone Z2,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-07,510,SprintTech,SprintPhone Z2,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-13,511,PulseTech,PulseWatch Pro,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-18,511,PulseTech,PulseWatch Pro,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-19,511,PulseTech,PulseWatch Pro,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-26,511,PulseTech,PulseWatch Pro,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-03-08,511,PulseTech,PulseWatch Pro,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-21,512,ChronoBrand,ChronoLux S,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-27,512,ChronoBrand,ChronoLux S,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-10,512,ChronoBrand,ChronoLux S,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-27,512,ChronoBrand,ChronoLux S,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-06,513,SportGear,SportBand Z3,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-24,513,SportGear,SportBand Z3,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-24,513,SportGear,SportBand Z3,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-03-07,513,SportGear,SportBand Z3,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-03-09,513,SportGear,SportBand Z3,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-09,514,FlexTech,FlexBand Active,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-11,514,FlexTech,FlexBand Active,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-02-20,514,FlexTech,FlexBand Active,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-03-03,514,FlexTech,FlexBand Active,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-07,515,VintageGear,VintageWatch V2,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-09,515,VintageGear,VintageWatch V2,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-19,515,VintageGear,VintageWatch V2,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-03-22,515,VintageGear,VintageWatch V2,smartwatches,smartwatches event activity,Event influenced demand trajectory,event_signal
2025-01-11,516,BlastAudio,BlastBox Pro,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-19,516,BlastAudio,BlastBox Pro,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-02-07,516,BlastAudio,BlastBox Pro,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-02-11,516,BlastAudio,BlastBox Pro,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-02-26,516,BlastAudio,BlastBox Pro,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-24,516,BlastAudio,BlastBox Pro,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-02-02,517,MiniTech,MiniSound X,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-02-08,517,MiniTech,MiniSound X,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-01,517,MiniTech,MiniSound X,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-02,517,MiniTech,MiniSound X,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-15,517,MiniTech,MiniSound X,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-16,517,MiniTech,MiniSound X,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-06,518,StudioWave,StudioWave Elite,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-02-19,518,StudioWave,StudioWave Elite,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-09,518,StudioWave,StudioWave Elite,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-11,518,StudioWave,StudioWave Elite,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-03-18,518,StudioWave,StudioWave Elite,bluetooth_speakers,bluetooth_speakers event activity,Event influenced demand trajectory,event_signal
2025-01-06,519,ChargeTech,ChargePro 25K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-17,519,ChargeTech,ChargePro 25K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-24,519,ChargeTech,ChargePro 25K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-02-27,519,ChargeTech,ChargePro 25K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-03-07,519,ChargeTech,ChargePro 25K,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-11,520,NanoPower,SlimPack Nano,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-14,520,NanoPower,SlimPack Nano,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-30,520,NanoPower,SlimPack Nano,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-02-15,520,NanoPower,SlimPack Nano,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-03-07,520,NanoPower,SlimPack Nano,power_banks,power_banks event activity,Event influenced demand trajectory,event_signal
2025-01-19,521,VoiceAudio,VoiceArc H9,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-01,521,VoiceAudio,VoiceArc H9,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-05,521,VoiceAudio,VoiceArc H9,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-28,521,VoiceAudio,VoiceArc H9,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-05,522,BassAudio,BassElite Pro,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-24,522,BassAudio,BassElite Pro,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-04,522,BassAudio,BassElite Pro,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-19,522,BassAudio,BassElite Pro,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-17,523,EasyGear,EasyWear Studio,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-18,523,EasyGear,EasyWear Studio,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-05,523,EasyGear,EasyWear Studio,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-19,523,EasyGear,EasyWear Studio,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-28,523,EasyGear,EasyWear Studio,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-17,524,SlateTab,SlateMax 11,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-01-20,524,SlateTab,SlateMax 11,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-02-17,524,SlateTab,SlateMax 11,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-03-07,524,SlateTab,SlateMax 11,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-03-18,524,SlateTab,SlateMax 11,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-03-25,524,SlateTab,SlateMax 11,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-01-11,525,EduGear,KidsPad Learn,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-01-24,525,EduGear,KidsPad Learn,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-02-03,525,EduGear,KidsPad Learn,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-02-05,525,EduGear,KidsPad Learn,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-03-13,525,EduGear,KidsPad Learn,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-03-20,525,EduGear,KidsPad Learn,tablets,tablets event activity,Event influenced demand trajectory,event_signal
2025-01-07,601,ClearAudio,ClearSound H7,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-12,601,ClearAudio,ClearSound H7,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-28,601,ClearAudio,ClearSound H7,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-02,601,ClearAudio,ClearSound H7,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-10,601,ClearAudio,ClearSound H7,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-03-10,601,ClearAudio,ClearSound H7,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-27,602,BassAudio,BassKing Pro,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-05,602,BassAudio,BassKing Pro,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-03-01,602,BassAudio,BassKing Pro,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-03-03,602,BassAudio,BassKing Pro,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-26,603,ComfortGear,ComfortWear X,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-01,603,ComfortGear,ComfortWear X,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-06,603,ComfortGear,ComfortWear X,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-02-22,603,ComfortGear,ComfortWear X,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-03-15,603,ComfortGear,ComfortWear X,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-03-27,603,ComfortGear,ComfortWear X,headphones,headphones event activity,Event influenced demand trajectory,event_signal
2025-01-07,604,TurboWave,TurboEar Boost,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-01-17,604,TurboWave,TurboEar Boost,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-02-14,604,TurboWave,TurboEar Boost,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-02-27,604,TurboWave,TurboEar Boost,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-01-05,605,VintageSound,VintageAir Lite,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-01-08,605,VintageSound,VintageAir Lite,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-01-26,605,VintageSound,VintageAir Lite,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-02-23,605,VintageSound,VintageAir Lite,earbuds,earbuds event activity,Event influenced demand trajectory,event_signal
2025-01-18,606,ApexTech,ApexPhone Ultra,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-06,606,ApexTech,ApexPhone Ultra,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-08,606,ApexTech,ApexPhone Ultra,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-12,606,ApexTech,ApexPhone Ultra,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-03-23,606,ApexTech,ApexPhone Ultra,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-14,607,BudgetMobile,BudgetPhone X3,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
2025-01-21,607,BudgetMobile,BudgetPhone X3,smartphones,smartphones event activity,Event influenced demand trajectory,event_signal
