date,entity_id,brand,product_name,category,marker_type,peak_severity_score,combined_marker_severity,marker_label
2025-03-23,101,SoundWave,SoundPods X3,earbuds,peak,5.517331787242465,8.774555358664028,High peak
2025-03-24,101,SoundWave,SoundPods X3,earbuds,dip,19.4386022795633,22.69582585098486,Statistical anomaly detected
2025-03-27,101,SoundWave,SoundPods X3,earbuds,peak,9.243162831517274,12.631519731692972,High peak
2025-03-28,101,SoundWave,SoundPods X3,earbuds,dip,5.527742083811702,8.903198042635658,Low dip
2025-03-29,101,SoundWave,SoundPods X3,earbuds,peak,12.393025774130747,15.583895464523751,High peak
2025-03-30,101,SoundWave,SoundPods X3,earbuds,dip,3.7664644444671134,6.957334134860117,Low dip
2025-01-03,102,EchoTech,EchoBeats Lite,earbuds,dip,13.610239274988349,13.610239274988349,Low dip
2025-01-05,102,EchoTech,EchoBeats Lite,earbuds,peak,7.245060212428577,7.245060212428577,High peak
2025-01-07,102,EchoTech,EchoBeats Lite,earbuds,dip,14.037444110072597,14.037444110072597,Low dip
2025-01-08,102,EchoTech,EchoBeats Lite,earbuds,peak,6.123269511352473,6.123269511352473,High peak
2025-01-09,102,EchoTech,EchoBeats Lite,earbuds,dip,12.602541117689487,12.602541117689487,Low dip
2025-01-14,102,EchoTech,EchoBeats Lite,earbuds,peak,7.586294462093614,7.586294462093614,High peak
2025-01-16,102,EchoTech,EchoBeats Lite,earbuds,dip,15.75786204107634,15.75786204107634,Statistical anomaly detected
2025-01-18,102,EchoTech,EchoBeats Lite,earbuds,peak,7.539085170832614,8.739085170832613,Statistical anomaly detected
2025-01-20,102,EchoTech,EchoBeats Lite,earbuds,dip,6.929713129745354,6.929713129745354,Low dip
2025-01-21,102,EchoTech,EchoBeats Lite,earbuds,peak,0.19815534984099653,0.19815534984099653,High peak
2025-01-25,102,EchoTech,EchoBeats Lite,earbuds,dip,50.83083531404117,63.58083531404117,Statistical anomaly detected
2025-01-29,102,EchoTech,EchoBeats Lite,earbuds,peak,23.07600181608551,23.07600181608551,Statistical anomaly detected
2025-01-30,102,EchoTech,EchoBeats Lite,earbuds,dip,20.437395177580036,20.437395177580036,Low dip
2025-02-01,102,EchoTech,EchoBeats Lite,earbuds,peak,27.013675576679166,28.213675576679165,High peak
2025-02-02,102,EchoTech,EchoBeats Lite,earbuds,dip,6.102434077760091,6.102434077760091,Low dip
2025-02-08,102,EchoTech,EchoBeats Lite,earbuds,event,42.996404912010995,49.47408661489132,Statistical anomaly detected
2025-02-10,102,EchoTech,EchoBeats Lite,earbuds,peak,56.66551193145664,62.85452727038096,Statistical anomaly detected
2025-02-13,102,EchoTech,EchoBeats Lite,earbuds,dip,35.00288745029025,35.53990278921458,Statistical anomaly detected
2025-02-14,102,EchoTech,EchoBeats Lite,earbuds,peak,30.77448041502912,31.311495753953444,High peak
2025-02-15,102,EchoTech,EchoBeats Lite,earbuds,dip,31.118446475647445,31.65546181457177,Low dip
2025-02-16,102,EchoTech,EchoBeats Lite,earbuds,peak,18.84630656804354,19.383321906967865,High peak
2025-02-18,102,EchoTech,EchoBeats Lite,earbuds,dip,24.02272896575765,24.559744304681974,Statistical anomaly detected
2025-02-20,102,EchoTech,EchoBeats Lite,earbuds,peak,12.040089369102997,12.57710470802732,High peak
2025-02-21,102,EchoTech,EchoBeats Lite,earbuds,dip,9.644870044651014,10.181885383575338,Low dip
2025-02-24,102,EchoTech,EchoBeats Lite,earbuds,peak,9.859732071651777,10.3967474105761,High peak
2025-02-25,102,EchoTech,EchoBeats Lite,earbuds,dip,2.1014029922284454,2.6384183311527694,Low dip
2025-03-02,102,EchoTech,EchoBeats Lite,earbuds,peak,12.357869502797389,12.894884841721712,High peak
2025-03-03,102,EchoTech,EchoBeats Lite,earbuds,dip,2.4567699795463347,2.9937853184706587,Low dip
2025-03-04,102,EchoTech,EchoBeats Lite,earbuds,peak,2.2133569694057407,2.7503723083300646,High peak
2025-03-05,102,EchoTech,EchoBeats Lite,earbuds,dip,3.4861923350035355,4.0232076739278595,Low dip
2025-03-08,102,EchoTech,EchoBeats Lite,earbuds,peak,4.206261415775032,5.068741166852419,High peak
2025-03-13,102,EchoTech,EchoBeats Lite,earbuds,dip,10.393950166869034,11.277648795583223,Low dip
2025-03-15,102,EchoTech,EchoBeats Lite,earbuds,peak,7.845114588752924,8.728813217467113,High peak
2025-03-20,102,EchoTech,EchoBeats Lite,earbuds,event,55.9065559687467,69.53565438777021,Statistical anomaly detected
2025-03-22,102,EchoTech,EchoBeats Lite,earbuds,event,36.48543611574056,49.96742140452523,Statistical anomaly detected
2025-01-03,103,PureAudio,PureSound Elite,earbuds,dip,10.004756110544262,10.485437308634467,Low dip
2025-01-04,103,PureAudio,PureSound Elite,earbuds,peak,0.3209190728006229,0.8016002708908276,High peak
2025-01-07,103,PureAudio,PureSound Elite,earbuds,dip,21.178759783635343,21.65944098172555,Low dip
2025-01-09,103,PureAudio,PureSound Elite,earbuds,peak,3.3820187307391723,3.862699928829377,High peak
2025-01-10,103,PureAudio,PureSound Elite,earbuds,dip,9.027735721229062,9.988416919319267,Low dip
2025-01-13,103,PureAudio,PureSound Elite,earbuds,event,49.39200245219483,57.327053845210806,Statistical anomaly detected
2025-01-14,103,PureAudio,PureSound Elite,earbuds,peak,49.48079973088059,52.77426715273153,High peak
2025-01-16,103,PureAudio,PureSound Elite,earbuds,event,19.12413300010988,26.534052429171474,Statistical anomaly detected
2025-01-22,103,PureAudio,PureSound Elite,earbuds,dip,20.4599097609735,23.129829190035096,Low dip
2025-01-25,103,PureAudio,PureSound Elite,earbuds,peak,63.697427032413835,72.62296135918008,Statistical anomaly detected
2025-01-31,103,PureAudio,PureSound Elite,earbuds,dip,36.89298072118783,39.878515047954075,Low dip
2025-02-03,103,PureAudio,PureSound Elite,earbuds,peak,5.552520966168988,8.53805529293523,High peak
2025-02-04,103,PureAudio,PureSound Elite,earbuds,dip,5.165315201677971,8.150849528444214,Low dip
2025-02-05,103,PureAudio,PureSound Elite,earbuds,peak,6.932518737197008,9.918053063963251,High peak
2025-02-08,103,PureAudio,PureSound Elite,earbuds,dip,8.041597208734421,11.271941014542389,Low dip
2025-02-10,103,PureAudio,PureSound Elite,earbuds,peak,9.562481991234195,12.541053296318108,High peak
2025-02-11,103,PureAudio,PureSound Elite,earbuds,dip,13.026449501840922,16.005020806924836,Statistical anomaly detected
2025-02-12,103,PureAudio,PureSound Elite,earbuds,peak,7.916059989003186,10.894631294087098,High peak
2025-02-13,103,PureAudio,PureSound Elite,earbuds,dip,9.499445210300179,12.478016515384091,Low dip
2025-02-15,103,PureAudio,PureSound Elite,earbuds,peak,10.010361836857323,12.988933141941235,High peak
2025-02-17,103,PureAudio,PureSound Elite,earbuds,dip,6.366459934869301,9.345031239953213,Low dip
2025-02-18,103,PureAudio,PureSound Elite,earbuds,peak,6.436953343094782,9.415524648178694,High peak
2025-02-20,103,PureAudio,PureSound Elite,earbuds,dip,12.817848145221774,15.796419450305686,Low dip
2025-02-24,103,PureAudio,PureSound Elite,earbuds,peak,66.5693127098688,76.40422516652124,Statistical anomaly detected
2025-02-28,103,PureAudio,PureSound Elite,earbuds,dip,27.001632928308144,30.665574945035395,Low dip
2025-03-01,103,PureAudio,PureSound Elite,earbuds,peak,24.546730072120415,28.210672088847666,High peak
2025-03-02,103,PureAudio,PureSound Elite,earbuds,dip,29.186513045228676,32.85045506195593,Low dip
2025-03-04,103,PureAudio,PureSound Elite,earbuds,peak,4.117889264075111,7.8707819269765835,High peak
2025-03-05,103,PureAudio,PureSound Elite,earbuds,dip,3.5242437366812283,7.2771363995827,Low dip
2025-03-07,103,PureAudio,PureSound Elite,earbuds,peak,8.665474378520111,12.418367041421583,High peak
2025-03-08,103,PureAudio,PureSound Elite,earbuds,dip,8.366384729186748,12.11927739208822,Low dip
2025-03-09,103,PureAudio,PureSound Elite,earbuds,peak,6.843477398047382,10.596370060948853,High peak
2025-03-10,103,PureAudio,PureSound Elite,earbuds,dip,11.716114447104891,15.469007110006363,Low dip
2025-03-11,103,PureAudio,PureSound Elite,earbuds,peak,7.894390714552131,11.647283377453602,High peak
2025-03-14,103,PureAudio,PureSound Elite,earbuds,dip,7.937320100958542,11.54153040969556,Low dip
2025-03-16,103,PureAudio,PureSound Elite,earbuds,peak,6.782990664675853,10.387200973412872,High peak
2025-03-17,103,PureAudio,PureSound Elite,earbuds,dip,5.18379247749786,9.172002786234879,Low dip
2025-03-20,103,PureAudio,PureSound Elite,earbuds,peak,50.60450668565177,60.456506685651775,Statistical anomaly detected
2025-03-29,103,PureAudio,PureSound Elite,earbuds,dip,15.713818731149562,19.724239143818146,Low dip
2025-01-03,104,TechGear,TechBuds Pro,earbuds,dip,14.953647330948781,15.547048593427022,Low dip
2025-01-04,104,TechGear,TechBuds Pro,earbuds,peak,8.488876075274396,9.082277337752636,High peak
2025-01-11,104,TechGear,TechBuds Pro,earbuds,event,58.500995603547466,71.66335685387216,Statistical anomaly detected
2025-01-16,104,TechGear,TechBuds Pro,earbuds,peak,32.55353621929603,32.96589746962072,High peak
2025-01-19,104,TechGear,TechBuds Pro,earbuds,dip,5.835665046422082,6.2480262967467715,Low dip
2025-01-21,104,TechGear,TechBuds Pro,earbuds,peak,2.2153317088846745,2.627692959209364,High peak
2025-01-22,104,TechGear,TechBuds Pro,earbuds,dip,4.036224157053658,4.4485854073783475,Low dip
2025-01-26,104,TechGear,TechBuds Pro,earbuds,peak,14.896701475271326,15.309062725596016,High peak
2025-01-27,104,TechGear,TechBuds Pro,earbuds,dip,0.31665109060230523,0.7290123409269951,Low dip
2025-01-28,104,TechGear,TechBuds Pro,earbuds,peak,5.870813683762353,6.283174934087042,High peak
2025-01-29,104,TechGear,TechBuds Pro,earbuds,dip,4.01626241543939,4.428623665764079,Low dip
2025-02-01,104,TechGear,TechBuds Pro,earbuds,peak,12.182717159446137,13.795078409770827,High peak
2025-02-02,104,TechGear,TechBuds Pro,earbuds,dip,1.3534328128774022,1.765794063202092,Low dip
2025-02-04,104,TechGear,TechBuds Pro,earbuds,peak,0.46015255344207656,0.488381917375105,High peak
2025-02-05,104,TechGear,TechBuds Pro,earbuds,dip,4.385401039400033,4.845630403333062,Low dip
2025-02-08,104,TechGear,TechBuds Pro,earbuds,peak,63.56248148025386,70.81773603382103,Statistical anomaly detected
2025-02-12,104,TechGear,TechBuds Pro,earbuds,dip,33.13466928813517,34.59392384170234,Low dip
2025-02-14,104,TechGear,TechBuds Pro,earbuds,peak,15.467124942093891,16.926379495661063,High peak
2025-02-16,104,TechGear,TechBuds Pro,earbuds,dip,9.016599187537272,10.402070017176205,Low dip
2025-02-17,104,TechGear,TechBuds Pro,earbuds,peak,2.219558111603202,3.605028941242135,High peak
2025-02-19,104,TechGear,TechBuds Pro,earbuds,dip,19.808612169513157,21.67408299915209,Low dip
2025-02-22,104,TechGear,TechBuds Pro,earbuds,peak,81.70141225148768,90.27907095857108,Statistical anomaly detected
2025-02-23,104,TechGear,TechBuds Pro,earbuds,dip,49.97324845715767,54.22355134186496,Low dip
2025-02-24,104,TechGear,TechBuds Pro,earbuds,peak,40.92100943254372,45.53152209560856,High peak
2025-02-25,104,TechGear,TechBuds Pro,earbuds,dip,25.121736560641274,32.17868872853122,Low dip
2025-02-26,104,TechGear,TechBuds Pro,earbuds,peak,31.845552584055604,41.52684831969666,Statistical anomaly detected
2025-03-01,104,TechGear,TechBuds Pro,earbuds,dip,18.073252470579362,22.918548206220418,Low dip
2025-03-03,104,TechGear,TechBuds Pro,earbuds,peak,20.02436845044813,29.87636845044813,Statistical anomaly detected
2025-03-06,104,TechGear,TechBuds Pro,earbuds,dip,36.92696792264291,42.296604338299616,Statistical anomaly detected
2025-03-08,104,TechGear,TechBuds Pro,earbuds,peak,22.360075973915798,26.52971238957251,High peak
2025-03-11,104,TechGear,TechBuds Pro,earbuds,dip,19.978681581111346,24.148317996768057,Low dip
2025-03-12,104,TechGear,TechBuds Pro,earbuds,peak,8.180058190421487,12.349694606078197,High peak
2025-03-13,104,TechGear,TechBuds Pro,earbuds,dip,14.780712678982015,18.950349094638725,Low dip
2025-03-15,104,TechGear,TechBuds Pro,earbuds,peak,7.75488664089197,11.630538057302335,High peak
2025-03-19,104,TechGear,TechBuds Pro,earbuds,dip,6.781082333507889,10.656733749918256,Low dip
2025-03-23,104,TechGear,TechBuds Pro,earbuds,peak,11.96619662420907,15.841848040619436,High peak
2025-03-25,104,TechGear,TechBuds Pro,earbuds,dip,11.134335108884972,15.00998652529534,Low dip
2025-03-26,104,TechGear,TechBuds Pro,earbuds,peak,5.626549989048183,9.50220140545855,High peak
2025-03-27,104,TechGear,TechBuds Pro,earbuds,dip,12.64552615801116,16.521177574421525,Low dip
2025-03-30,104,TechGear,TechBuds Pro,earbuds,peak,6.771845699189608,10.647497115599975,High peak
2025-01-06,105,ZenAudio,ZenEar Flex,earbuds,event,58.250727849645884,71.00072784964588,Statistical anomaly detected
2025-01-11,105,ZenAudio,ZenEar Flex,earbuds,peak,35.887683589325725,35.887683589325725,High peak
2025-01-12,105,ZenAudio,ZenEar Flex,earbuds,dip,17.252236807964344,17.252236807964344,Statistical anomaly detected
2025-01-13,105,ZenAudio,ZenEar Flex,earbuds,peak,20.153972323099588,20.153972323099588,Statistical anomaly detected
2025-01-14,105,ZenAudio,ZenEar Flex,earbuds,dip,6.464460943843747,6.464460943843747,Low dip
2025-01-15,105,ZenAudio,ZenEar Flex,earbuds,peak,1.7209543899895612,2.920954389989561,High peak
2025-01-16,105,ZenAudio,ZenEar Flex,earbuds,dip,2.729884473599422,2.729884473599422,Low dip
2025-01-18,105,ZenAudio,ZenEar Flex,earbuds,peak,18.61798062901073,19.81798062901073,High peak
2025-01-20,105,ZenAudio,ZenEar Flex,earbuds,dip,3.8953289382059304,3.8953289382059304,Low dip
2025-01-21,105,ZenAudio,ZenEar Flex,earbuds,peak,1.8217547189738557,1.8217547189738557,High peak
2025-01-22,105,ZenAudio,ZenEar Flex,earbuds,dip,14.507473945599758,14.507473945599758,Statistical anomaly detected
2025-01-24,105,ZenAudio,ZenEar Flex,earbuds,peak,0.9862575441684442,0.9862575441684442,High peak
2025-01-26,105,ZenAudio,ZenEar Flex,earbuds,dip,1.111179673184353,1.335287165935471,Low dip
2025-01-28,105,ZenAudio,ZenEar Flex,earbuds,peak,12.198311880559059,12.824633594798769,High peak
2025-01-31,105,ZenAudio,ZenEar Flex,earbuds,dip,9.454335318353833,10.080657032593543,Low dip
2025-02-01,105,ZenAudio,ZenEar Flex,earbuds,peak,2.5328560958196813,3.159177810059392,Statistical anomaly detected
2025-02-02,105,ZenAudio,ZenEar Flex,earbuds,dip,4.561593246901995,5.187914961141706,Low dip
2025-02-03,105,ZenAudio,ZenEar Flex,earbuds,peak,6.678267878865344,7.304589593105055,High peak
2025-02-05,105,ZenAudio,ZenEar Flex,earbuds,dip,2.811376978045354,3.5218723627715067,Low dip
2025-02-06,105,ZenAudio,ZenEar Flex,earbuds,peak,8.913362316904895,9.623857701631048,High peak
2025-02-07,105,ZenAudio,ZenEar Flex,earbuds,dip,4.904308119549218,5.61480350427537,Low dip
2025-02-11,105,ZenAudio,ZenEar Flex,earbuds,peak,37.440950898089156,43.93874688598624,Statistical anomaly detected
2025-02-15,105,ZenAudio,ZenEar Flex,earbuds,dip,23.510028585877283,24.787824573774365,Statistical anomaly detected
2025-02-16,105,ZenAudio,ZenEar Flex,earbuds,peak,16.789528477733068,18.06732446563015,High peak
2025-02-17,105,ZenAudio,ZenEar Flex,earbuds,dip,16.288978618685533,17.566774606582616,Low dip
2025-02-18,105,ZenAudio,ZenEar Flex,earbuds,peak,3.8938870225183564,5.171683010415441,High peak
2025-02-20,105,ZenAudio,ZenEar Flex,earbuds,dip,8.644754502381547,9.922550490278631,Low dip
2025-02-22,105,ZenAudio,ZenEar Flex,earbuds,peak,3.4326643705378626,4.710460358434947,High peak
2025-02-26,105,ZenAudio,ZenEar Flex,earbuds,dip,60.111019831838675,74.13881581973575,Statistical anomaly detected
2025-03-03,105,ZenAudio,ZenEar Flex,earbuds,peak,84.20358673171121,91.84150796686707,Statistical anomaly detected
2025-03-06,105,ZenAudio,ZenEar Flex,earbuds,dip,7.7435763852194315,9.585497620375284,Statistical anomaly detected
2025-03-10,105,ZenAudio,ZenEar Flex,earbuds,peak,19.015663551987362,26.077584787143216,Statistical anomaly detected
2025-03-14,105,ZenAudio,ZenEar Flex,earbuds,dip,20.88029095510781,22.72221219026366,Low dip
2025-03-15,105,ZenAudio,ZenEar Flex,earbuds,peak,9.62331591352591,12.665237148681763,High peak
2025-03-17,105,ZenAudio,ZenEar Flex,earbuds,dip,18.116009216685118,19.835428139707695,Low dip
2025-03-18,105,ZenAudio,ZenEar Flex,earbuds,peak,11.209637756100323,12.9290566791229,High peak
2025-03-19,105,ZenAudio,ZenEar Flex,earbuds,dip,12.025683580705616,13.745102503728193,Low dip
2025-03-21,105,ZenAudio,ZenEar Flex,earbuds,peak,5.579822613910306,6.933620418845345,High peak
2025-03-22,105,ZenAudio,ZenEar Flex,earbuds,dip,2.6543396360497606,3.920937664501036,Low dip
2025-03-25,105,ZenAudio,ZenEar Flex,earbuds,event,33.361597552584605,40.132942827164506,Statistical anomaly detected
2025-03-26,105,ZenAudio,ZenEar Flex,earbuds,peak,29.83065978214252,31.74200505672242,High peak
2025-03-28,105,ZenAudio,ZenEar Flex,earbuds,dip,19.122030220412952,21.065278193204446,Low dip
2025-03-30,105,ZenAudio,ZenEar Flex,earbuds,peak,11.948514114729178,13.89176208752067,High peak
2025-01-08,201,NovaTech,NovaPhone S22,smartphones,dip,14.779596785927973,14.779596785927973,Low dip
2025-01-12,201,NovaTech,NovaPhone S22,smartphones,peak,4.388424532977197,4.628424532977197,High peak
2025-01-13,201,NovaTech,NovaPhone S22,smartphones,dip,3.6231633159336503,4.22316331593365,Low dip
2025-01-15,201,NovaTech,NovaPhone S22,smartphones,peak,42.645313013475445,48.37848600192721,Statistical anomaly detected
2025-01-17,201,NovaTech,NovaPhone S22,smartphones,dip,4.307577810909153,4.820750799360916,Statistical anomaly detected
2025-01-18,201,NovaTech,NovaPhone S22,smartphones,peak,6.396409428084284,6.909582416536047,High peak
2025-01-19,201,NovaTech,NovaPhone S22,smartphones,dip,24.987708929165645,25.50088191761741,Statistical anomaly detected
2025-01-20,201,NovaTech,NovaPhone S22,smartphones,peak,12.092531908720385,12.771646817668675,High peak
2025-01-22,201,NovaTech,NovaPhone S22,smartphones,dip,9.884939399995952,10.564054308944241,Low dip
2025-01-23,201,NovaTech,NovaPhone S22,smartphones,peak,2.7047500656821573,3.3838649746304474,High peak
2025-01-24,201,NovaTech,NovaPhone S22,smartphones,dip,4.1443624481925365,6.023477357140827,Low dip
2025-01-25,201,NovaTech,NovaPhone S22,smartphones,peak,1.214518284010624,1.8936331929589139,High peak
2025-01-27,201,NovaTech,NovaPhone S22,smartphones,dip,10.517587232031026,11.196702140979315,Low dip
2025-01-28,201,NovaTech,NovaPhone S22,smartphones,peak,2.851118749655856,3.5302336586041463,High peak
2025-01-29,201,NovaTech,NovaPhone S22,smartphones,dip,6.565624820516811,7.244739729465101,Low dip
2025-02-02,201,NovaTech,NovaPhone S22,smartphones,peak,68.98072052087088,75.31183542981917,Statistical anomaly detected
2025-02-04,201,NovaTech,NovaPhone S22,smartphones,dip,28.389087904087127,30.4955508057607,Low dip
2025-02-06,201,NovaTech,NovaPhone S22,smartphones,peak,47.702491411130005,55.38735929900413,Statistical anomaly detected
2025-02-11,201,NovaTech,NovaPhone S22,smartphones,dip,46.66409273026071,48.55296061813483,Low dip
2025-02-12,201,NovaTech,NovaPhone S22,smartphones,peak,23.937027501001012,25.825895388875136,Statistical anomaly detected
2025-02-13,201,NovaTech,NovaPhone S22,smartphones,dip,15.88922830266602,18.258096190540144,Low dip
2025-02-16,201,NovaTech,NovaPhone S22,smartphones,peak,64.68335021733648,73.80528834187298,Statistical anomaly detected
2025-02-20,201,NovaTech,NovaPhone S22,smartphones,dip,46.27019347898228,49.45213160351878,Low dip
2025-02-21,201,NovaTech,NovaPhone S22,smartphones,peak,28.71521979431695,31.89715791885345,High peak
2025-02-25,201,NovaTech,NovaPhone S22,smartphones,dip,6.588410588565301,9.770348713101798,Low dip
2025-02-26,201,NovaTech,NovaPhone S22,smartphones,peak,2.507730042500315,5.774339809816118,High peak
2025-02-27,201,NovaTech,NovaPhone S22,smartphones,dip,8.052032249603418,11.31864201691922,Low dip
2025-03-01,201,NovaTech,NovaPhone S22,smartphones,peak,3.777145416513068,7.043755183828871,High peak
2025-03-02,201,NovaTech,NovaPhone S22,smartphones,dip,10.586564539003987,13.85317430631979,Low dip
2025-03-04,201,NovaTech,NovaPhone S22,smartphones,peak,8.095089212921405,11.361698980237207,High peak
2025-03-05,201,NovaTech,NovaPhone S22,smartphones,dip,3.309395001950276,6.246309081067681,Low dip
2025-03-06,201,NovaTech,NovaPhone S22,smartphones,peak,2.0407669626828246,4.9776810418002295,High peak
2025-03-07,201,NovaTech,NovaPhone S22,smartphones,dip,2.9150284155856596,5.8519424947030645,Low dip
2025-03-08,201,NovaTech,NovaPhone S22,smartphones,peak,2.169583228639683,5.106497307757088,High peak
2025-03-13,201,NovaTech,NovaPhone S22,smartphones,event,81.91068080282315,97.5187270499721,Statistical anomaly detected
2025-03-17,201,NovaTech,NovaPhone S22,smartphones,peak,47.45954170493639,50.31758795208533,High peak
2025-03-18,201,NovaTech,NovaPhone S22,smartphones,dip,43.630093683198275,46.48813993034722,Low dip
2025-03-24,201,NovaTech,NovaPhone S22,smartphones,peak,8.068581180198176,10.926627427347121,High peak
2025-03-25,201,NovaTech,NovaPhone S22,smartphones,dip,6.402464046988116,9.26051029413706,Low dip
2025-03-28,201,NovaTech,NovaPhone S22,smartphones,peak,5.570109094577733,8.428155341726677,High peak
2025-03-29,201,NovaTech,NovaPhone S22,smartphones,dip,5.350821065387132,8.208867312536077,Low dip
2025-03-30,201,NovaTech,NovaPhone S22,smartphones,peak,16.226760951147607,19.084807198296552,High peak
2025-01-02,202,MaxMobile,BudgetMax 5G,smartphones,dip,8.619217173362344,9.212566542241067,Low dip
2025-01-05,202,MaxMobile,BudgetMax 5G,smartphones,event,29.969273717142624,36.64994426638807,Statistical anomaly detected
2025-01-06,202,MaxMobile,BudgetMax 5G,smartphones,peak,23.199335330564068,25.044005879809514,High peak
2025-01-09,202,MaxMobile,BudgetMax 5G,smartphones,event,7.9444837897962675,14.00220199692441,Statistical anomaly detected
2025-01-15,202,MaxMobile,BudgetMax 5G,smartphones,dip,30.84705162741461,31.684769834542752,Low dip
2025-01-17,202,MaxMobile,BudgetMax 5G,smartphones,peak,9.46153902911778,10.299257236245921,High peak
2025-01-19,202,MaxMobile,BudgetMax 5G,smartphones,dip,9.598857118214688,10.43657532534283,Low dip
2025-01-21,202,MaxMobile,BudgetMax 5G,smartphones,peak,1.8003639625164407,2.638082169644582,High peak
2025-01-22,202,MaxMobile,BudgetMax 5G,smartphones,dip,15.959540936086363,16.797259143214504,Statistical anomaly detected
2025-01-26,202,MaxMobile,BudgetMax 5G,smartphones,peak,70.74793585001026,77.70240342341258,Statistical anomaly detected
2025-01-30,202,MaxMobile,BudgetMax 5G,smartphones,dip,38.130341558452855,39.14480913185516,Low dip
2025-02-01,202,MaxMobile,BudgetMax 5G,smartphones,peak,26.099115666396994,27.1135832397993,High peak
2025-02-02,202,MaxMobile,BudgetMax 5G,smartphones,dip,23.263299083348524,24.27776665675083,Low dip
2025-02-03,202,MaxMobile,BudgetMax 5G,smartphones,peak,11.580249170056781,12.594716743459088,High peak
2025-02-04,202,MaxMobile,BudgetMax 5G,smartphones,dip,10.08802060632782,11.102488179730127,Low dip
